index,title,genre,summary
4299,Six of Crows,fantasy,"Ketterdam: a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone. . . .

A convict with a thirst for revenge

A sharpshooter who can’t walk away from a wager

A runaway with a privileged past

A spy known as the Wraith

A Heartrender using her magic to survive the slums

A thief with a gift for unlikely escapes

Kaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first. (less)"
4652,Hounded,fantasy,"Atticus O’Sullivan, last of the Druids, lives peacefully in Arizona, running an occult bookshop and shape-shifting in his spare time to hunt with his Irish wolfhound. His neighbors and customers think that this handsome, tattooed Irish dude is about twenty-one years old—when in actuality, he’s twenty-one centuries old. Not to mention: He draws his power from the earth, possesses a sharp wit, and wields an even sharper magical sword known as Fragarach, the Answerer.

Unfortunately, a very angry Celtic god wants that sword, and he’s hounded Atticus for centuries. Now the determined deity has tracked him down, and Atticus will need all his power—plus the help of a seductive goddess of death, his vampire and werewolf team of attorneys, a bartender possessed by a Hindu witch, and some good old-fashioned luck of the Irish—to kick some Celtic arse and deliver himself from evil. (less)"
326,The Island of the Mighty,fantasy," Gwynedd in north Wales is ruled by Math, son of Mathonwy, whose feet must be held by a virgin at all times except while he is at war. Math's nephew Gilfaethwy is in love with Goewin, the current footholder, and Gilfaethwy's brother Gwydion tricks Math into going to war against Pryderi so Gilfaethwy can have access to her. Gwydion kills Pryderi, Prince of Dyfed, in single combat, and Gilfaethwy rapes Goewin. Math marries Goewin in compensation for her rape, and banishes Gwydion and Gilfaethwy, transforming them into a breeding pair of deer, then pigs, then wolves. After three years they are restored to human form and return. Math needs a new footholder, and Gwydion suggests his sister, Arianrhod, but when Math magically tests her virginity, she gives birth to two sons. One, Dylan, immediately takes to the sea. The other is raised by Gwydion, but Arianrhod swears that he will never have a name or arms unless she gives them to him, and refuses to do so. Gwydion tricks her into naming him Llew Llaw Gyffes (Llew Skilful Hand) and giving him arms. She then swears he will never have a wife of any race living on earth, so Gwydion and Math make him a beautiful wife from flowers, and name her Blodeuwedd (""Flowers""). Blodeuwedd falls in love with a passing hunter called Goronwy, and they plot to kill Llew. Blodewedd tricks Llew into revealing the means by which he can be killed, but when Goronwy attempts to do the deed, Llew escapes, though wounded, transformed into an eagle. Gwydion finds Llew and transforms him back into human form, and turns Blodeuwedd into an owl (Blodeuwedd, literally ""Flower Face,"" means ""Owl""). Goronwy offers to compensate Llew, but Llew insists on returning the blow that was struck against him. He kills Goronwy with his spear, which is thrown so hard it pierces him through the stone he is hiding behind."
4430,The Obelisk Gate,fantasy,"THE SEASON OF ENDINGS GROWS DARKER AS CIVILIZATION FADES INTO THE LONG, COLD NIGHT.

Essun has found shelter, but not her missing daughter. Instead there is Alabaster Tenring, destroyer of the world, with a request that would seal the fate of the Stillness forever."
23,Zahrah the Windseeker,fantasy," In the northern Ooni Kingdom, fear of the unknown runs deep, and children born dada are rumored to have special powers. Thirteen-year-old Zahrah Tsami feels like a normal girl, she grows her own flora computer, has mirrors sewn onto her clothes, and stays clear of the Forbidden Greeny Jungle. But unlike other children in the village of Kirki, Zahrah was born with the telling dadalocks. Only her best friend, Dari, isn’t afraid of her, even when something unusual begins happening—something that definitely makes Zahrah different. The two friends determine to investigate, edging closer and closer to danger. When Dari's life is threatened, Zahrah must face her worst fears alone, including the very thing that makes her different. In this novel, things are not always what they seem: monkeys tell fortunes, plants offer wisdom, and a teenage girl is the only one who stands a chance at saving her best friend's life."
323,Ilse Witch,fantasy," It has been 130 years since the events of the Heritage of Shannara series, and the Free-born and the Federation are still at war. The story follows a quest organized by Walker Boh, the last surviving Druid. Thirty years ago, the Elven prince Kael Elessedil led an expedition in search of a legendary magic which was said to be the most ancient and powerful in the world. Thirty years later, Kael is found floating in the sea of the Blue Divide; a map is found with him, covered with mysterious symbols. Walker is the only man who can read them. But there is another: the Ilse Witch, a beautiful but twisted young woman who is as practiced in magic as Walker himself. She will stop at nothing to possess the map and the magic it leads to. To stop her, Walker must find the magic first. Thus begins the voyage of the sleek, swift airship, the Jerle Shannara. The company chosen by Walker must fly into the face of unknown terrors while the Ilse Witch and her dark allies pursue. This book marked a new era in the Shannara saga, for it was the first time that Brooks described the use of futuristic technology, including airships as well as robots and lasers from the Old World."
4309,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",fantasy,"According to The Nice and Accurate Prophecies of Agnes Nutter, Witch (the world's only completely accurate book of prophecies, written in 1655, before she exploded), the world will end on a Saturday. Next Saturday, in fact. Just before dinner.

So the armies of Good and Evil are amassing, Atlantis is rising, frogs are falling, tempers are flaring. Everything appears to be going according to Divine Plan. Except a somewhat fussy angel and a fast-living demon—both of whom have lived amongst Earth's mortals since The Beginning and have grown rather fond of the lifestyle—are not actually looking forward to the coming Rapture.

And someone seems to have misplaced the Antichrist . . . (less)"
110,Drome,fantasy," Two explorers travel miles beneath Mount Rainier and discover a cavernous realm, filled with glowing mist, called Drome, which is home to a lost civilization and fantastic animals, including bat-apes, snake-cats, and tree-octopi."
4564,The Eyre Affair,fantasy,"Great Britain circa 1985: time travel is routine, cloning is a reality (dodos are the resurrected pet of choice), and literature is taken very, very seriously. Baconians are trying to convince the world that Francis Bacon really wrote Shakespeare, there are riots between the Surrealists and Impressionists, and thousands of men are named John Milton, an homage to the real Milton and a very confusing situation for the police. Amidst all this, Acheron Hades, Third Most Wanted Man In the World, steals the original manuscript of Martin Chuzzlewit and kills a minor character, who then disappears from every volume of the novel ever printed! But that's just a prelude . . .

Hades' real target is the beloved Jane Eyre, and it's not long before he plucks her from the pages of Bronte's novel. Enter Thursday Next. She's the Special Operative's renowned literary detective, and she drives a Porsche. With the help of her uncle Mycroft's Prose Portal, Thursday enters the novel to rescue Jane Eyre from this heinous act of literary homicide. It's tricky business, all these interlopers running about Thornfield, and deceptions run rampant as their paths cross with Jane, Rochester, and Miss Fairfax. Can Thursday save Jane Eyre and Bronte's masterpiece? And what of the Crimean War? Will it ever end? And what about those annoying black holes that pop up now and again, sucking things into time-space voids . . .

Suspenseful and outlandish, absorbing and fun, The Eyre Affair is a caper unlike any other and an introduction to the imagination of a most distinctive writer and his singular fictional universe. (less)"
405,The Highwayman,fantasy," Pryd Holding, where much of the story is set, is troubled by the threat of powrie dwarves, domination by other kingdoms and religious conflicts between the brutal Samhaists, led by the cruel and evil Bernivvigar and the seemingly more benevolent brothers of Blessed Abelle, to which Brother Bran Dynard belongs. Also complicating matters is that Prince Prydae, the last of his line, suffers an injury in battle that leaves him impotent. Brother Dynard has recently returned from the south, where he was sent to enlighten the people, but instead became fascinated and enlightened by the people, and took a wife, the beautiful Jhesta Tu mystic Sen Wi. Sen Wi has come to Pryd holding with Dynard to help explain the ways of her people to the brothers of Blessed Abelle. One night, a beautiful young woman, Callen Duwornay, is sentenced to death for adultery. Forced to endure sexual humiliation as part of her punishment, she is stripped completely naked in front of the community, is bitten by a poison snake and then left for dead, hung over the road that is being constructed to connect Pryd Holding with the other kingdoms as a warning to others. Sen Wi and Dynard find her hanging naked and rescue her from the dwarves that are beating her. Sen Wi uses her training to heal Callen and they take her to Dynard's friend, Garibond, to heal. After recovering, an apparently still naked Callen leaves Garibonds home and disappears. Some time later, after changing her name, Callen gives birth to a daughter, whom she names Cadayale. Brother Dynard and Sen Wi go before the brothers of Abelle, but they are appalled to find that he was ""enlightened"" by the ""beasts of Ber"" rather than enlightening them as he was supposed to. Additionally, the brothers refuse to recognize Sen Wi as his wife, referring to her instead dismissively as his concubine. Sen Wi realizes that she is pregnant and that her baby is suffering within her due to her having taken the poison and pain from Callen into herself. Sen Wi later dies giving birth in Garibond's home, using the last of her strength to save her son, whom Garibond names Bransen, combining his parents name. Dynard himself is later killed by a dwarf on the highway when he is sent to see the higher order of Abelle. Adopted by Garibond, Bransen is a constant source of ridicule, mockery and abuse in the town by local bullies due to his disfigurement, shown kindness only by Cadayale, daughter of Callen. With old age overtaking him and suffering a terrible injury to himself due to the cruel machinations of Bernivvigar, who wishes to sacrifice Bransen, Garibond makes a deal with the brothers of Abelle to take in Bransen should he die. Garibond himself is later burned to death for heresy and for harboring the Book of Jhest, written by Dynard. After this, Bransen is taken in by the monks, but most of them treat him cruelly as well. Bransen utilizes both sides of his heritage in the novel to overcome his crippled state and become the Highwayman. With help from a soul stone, the hematite, combined with his knowledge of The Book of Jhest, Bransen overcomes his physically weak form by centering his chi, which greatly increases his mobility. With his new found ability, he rescues Cadayale from the bullies who wished to rape and beat her for helping him, killing the lead bully, Tarkus Breen. After weeks of robbing from the tax collectors to give back to the poor, becoming a local Robin Hood, Bransen risks everything to rescue Cadayale and Callen from Bernivvigar and Prydae, who sought to rape Cadayale to beget an heir, leading to the deaths of both men. Afterward, Bransen, Cadayale and Callen are banished from Pryd Holding by Bannagran, Prydae's closest friend and temporary ruler. With hope in their hearts, the three depart for the south to seek a better life. In 2007, Matthew Hansen of Marvel Comics/Dabel Brothers Productions adapted The Highwayman to a comic book."
4553,Rule of Wolves,fantasy,"The Grishaverse will be coming to Netflix soon with Shadow and Bone, an original series!

The wolves are circling and a young king will face his greatest challenge in the explosive finale of the instant #1 New York Times-bestselling King of Scars Duology.

The Demon King. As Fjerda's massive army prepares to invade, Nikolai Lantsov will summon every bit of his ingenuity and charm—and even the monster within—to win this fight. But a dark threat looms that cannot be defeated by a young king's gift for the impossible.

The Stormwitch. Zoya Nazyalensky has lost too much to war. She saw her mentor die and her worst enemy resurrected, and she refuses to bury another friend. Now duty demands she embrace her powers to become the weapon her country needs. No matter the cost.

The Queen of Mourning. Deep undercover, Nina Zenik risks discovery and death as she wages war on Fjerda from inside its capital. But her desire for revenge may cost her country its chance at freedom and Nina the chance to heal her grieving heart.

King. General. Spy. Together they must find a way to forge a future in the darkness. Or watch a nation fall. (less)"
4475,The Waste Lands,fantasy,"Several months have passed, and Roland’s two new tet-mates have become proficient gunslingers. Eddie Dean has given up heroin, and Odetta’s two selves have joined, becoming the stronger and more balanced personality of Susannah Dean. But while battling The Pusher in 1977 New York, Roland altered ka by saving the life of Jake Chambers, a boy who—in Roland’s where and when—has already died. Now Roland and Jake exist in different worlds, but they are joined by the same madness: the paradox of double memories. Roland, Susannah, and Eddie must draw Jake into Mid-World then follow the Path of the Beam all the way to the Dark Tower. But nothing is easy in Mid-World. Along the way our tet stumbles into the ruined city of Lud, and are caught between the warring gangs of the Pubes and the Grays. The only way out of Lud is to wake Blaine the Mono, an insane train that has a passion for riddling, and for suicidal journeys. (less)"
66,Academ's Fury,fantasy," Approximately two years after the events in Furies of Calderon, Tavi is attending the finest school in Alera, The Academy. His patron, the ruler of Alera, has generously paid for his schooling and employed him as a page in the capitol. He still has no furies and remains the only Aleran to have no furycrafting ability. He struggles to deal with his perceived disability while training to be a Cursor of the crown, the First Lord's messengers and covert agents through the realm. Tavi must confront his peers and enemies alike as Alera is quietly being invaded by the Vord, his Aunt Isana in danger, the First Lord's failing health, and all with the threat of civil war looming over their heads."
44,The Mists of Avalon,fantasy," Mists of Avalon is a generations-spanning retelling of the Arthurian legend, but bringing it back to its Brythonic roots (see Matter of Britain). Its protagonist is Morgaine, who witnesses the rise of Uther Pendragon to the throne of Camelot. As a child, she is taken to Avalon by High Priestess Viviane, her maternal aunt, to become a priestess of the Mother Goddess and witnesses the rising tension between the old Pagan and the new Christian religions. At one point, she is given in a fertility ritual to a young man she will later learn is Arthur, her half-brother. Unbeknownst to Arthur, Morgaine conceives a child, Gwydion, later called Mordred, as a result of the ritual. After Uther dies, his son Arthur claims the throne. Morgaine and Viviane give him the magic sword Excalibur, and with the combined force of Avalon and Camelot, Arthur drives the invasion of the Saxons away. But when his wife Gwenhwyfar fails to produce a child, she is convinced that it is a punishment of God: firstly for the presence of pagan elements (a stance which Morgaine deeply resents), and secondly, for her forbidden love for Arthur's finest knight Lancelet. She increasingly becomes a religious fanatic, and relationships between Avalon and Camelot (i.e. Morgaine and herself) become hostile. When the knights of the Round Table of Camelot leave to search for the Holy Grail, Mordred seeks to usurp the throne. In a climactic battle, Arthur's and Mordred's armies square off, and in the end Avalon and Arthur are magically removed from the circles of the world. It is Morgaine alone who lives to tell the tale of Camelot."
4573,La Belle Sauvage,fantasy,"Malcolm Polstead is the kind of boy who notices everything but is not much noticed himself. And so perhaps it was inevitable that he would become a spy...

Malcolm's father runs an inn called the Trout, on the banks of the river Thames, and all of Oxford passes through its doors. Malcolm and his dæmon, Asta, routinely overhear news and gossip, and the occasional scandal, but during a winter of unceasing rain, Malcolm catches wind of something new: intrigue.

He finds a secret message inquiring about a dangerous substance called Dust--and the spy it was intended for finds him.

When she asks Malcolm to keep his eyes open, Malcolm sees suspicious characters everywhere; Lord Asriel, clearly on the run; enforcement agents from the Magisterium; an Egyptian named Coram with warnings just for Malcolm; and a beautiful woman with an evil monkey for a dæmon. All are asking about the same thing: a girl--just a baby--named Lyra.

Lyra is the kind of person who draws people in like magnets. And Malcolm will brave any danger, and make shocking sacrifices, to bring her safely through the storm. (less)"
316,An Acceptable Time,fantasy," Happy to be away from her large family for a while, Polly O'Keefe is spending the autumn with her maternal grandparents, Dr. Kate Murry and Dr. Alex Murry, getting a better education from them in science than she would have received at home. Soon, however, surprising things start to happen, including the unexpected arrival of Zachary Gray, a charming but troubled college student whom Polly met in Greece and dated on Cyprus the year before (in A House Like a Lotus). Then, while walking near her grandparents' Connecticut home, Polly meets druids Karralys and Anaral and a warrior named Tav, all of whom lived in the area some three thousand years ago. She soon learns that she is not the first person from her time to meet the Murrys' Pre-Columbian neighbors. Bishop Nason Colubra, the brother of a family friend, Dr. Louise Colubra, has been investigating the hieroglyphs found on rocks in nearby, relics of Karralys' time. In doing so, he has also come into repeated contact with Anaral's tribe, the People of the Wind (a tribe that previously appeared in A Swiftly Tilting Planet). The retired bishop is initially reluctant to discuss this, having been met with his sister's skepticism in previous attempts. However, he feels responsible for exposing Polly to the potential dangers of a tesseract of intersecting periods of time. The Murrys and the Colubras try to protect Polly from being drawn into the past, but although she tries to obey their restrictions on her movements, she continues to encounter Anaral and the others. Karralys and Tav formerly lived in ancient Britain, but have since crossed the ocean and made their home with the People of the Wind. On Samhain, Polly feels a compulsion to visit the Murrys' indoor swimming pool, the modern location of a site considered sacred by Karralys and Anaral. Polly is suddenly transported to the past, where she learns that Tav wants to offer Polly in blood sacrifice in order to avert a drought. Already the People Across the Lake are conducting raids due to the privations of drought, and Tav wants to protect his adopted people. Karralys sends Polly home. Zachary, however, is intrigued when he learns that the odd people he has seen are from the ancient past. His heart, previously seen as damaged by rheumatic fever in the Austin family novel The Moon by Night, is now so weak that he does not expect to live much longer. On the slight possibility that the solution to his problem lies with the ancient druids, Zach rashly leads Polly back to the star-watching rock, a place where Polly found herself in the past once before. Polly and Zach are drawn through a time gate and trapped in ancient Connecticut, with neither the Murrys nor Louise Colubra there to help Polly out of a potentially fatal situation. Tav soon changes his mind about whether his goddess wants Polly to be sacrificed. Her primary danger is not from the People of the Wind, but from their neighbors across the lake, where the drought is more severe. The People Across the Lake conduct another raid, and leave behind two of their injured members as they withdraw. One of them, Klep, is expected to be his tribe's future leader. He develops an attachment to his healer, Anaral, and learns from Polly the concept of love. The other injured man, Brown Earth, persuades Zachary to cross the lake with him during the night. Tynak, the current leader of the People Across the Lake, promises to let the tribe's medicine man heal Zachary's heart if he helps bring Polly to them. Zach agrees. He participates in another raid, with Polly's capture as the goal. Polly tries to convince Zach that the People Across the Lake intend to sacrifice her for her blood, but he refuses to admit this. Polly escapes, but returns for Zachary's sake. Ultimately, Polly's spirit of self-sacrifice and love, accompanied by the timely return of rain on her captors' side of the lake, wins out as a better way to interact with the Divine than an offering of death. The two tribes agree to unite and help each other. Zachary repents his betrayal of Polly, and his heart is physically healed (at least in part) before they return to their own time. When they return Polly tells Zachary they shouldn't see each other any more."
76,Divine Hammer,fantasy," The book begins with Nusendaran (Andras's master), and Andras going into a village to sacrifice a black sheep. However, the Divine Hammer ambush them, and they manage to kill Nusendaran, and are aiming for him next. Suddenly, Andras is teleported away by Fistandantilus. They watch Nusendaran burnt at the stake, so Andras desires revenge against the Kingpriest and his forces. Just then, Fistandantilus offers Andras a choice to become his student. He agrees. Meanwhile, Cathan and the Divine Hammer are eradicating a temple to Chemosh hidden in an abandoned lighthouse. They get onto little longboats, and quickly arrive at the lighthouse. They manage to kill the guards, and work their way down to the main worship hall. The Deathmaster, head priest, aims for Cathan with foul magic, however, Damid, a friend of Cathan's, pushes Cathan away and dies instead. Tithian manages to kill the Deathmaster by throwing his sword at him. After the battle, they receive orders to return to Istar. Cathan also promises to knight Tithian. After returning to Istar, Cathan learns he is to be the escort for the new envoy from the Order of High Sorcery, Leciane, since the previous one died. On the way to the Tower of High Sorcery in Istar to bring her to the palace, the magical olive trees guarding the entrance manage to ""persuade"" Cathan off the path, causing him to lose his memories of that day. Fortunately, Leciane rescues him, and then he takes her to her quarters in the palace. Later, they head for a tournament held by Cathan's sister. On the way, Leciane is told by the head mage, Vincil, to charm Cathan, however she refuses and lies. Andras is taken to a ruined building a distance away from Istar, which is where he spends his life until one day, when he knows he's ready to attack the Kingpriest. He manages to summon many quasits (abyssal imps), and sends them to attack the Divine Hammer during the tournament. The Divine Hammer are very weak from the tournament, so many die very quickly, including the Grand Marshal. The Kingpriest attempts to banish the quasito, however a spell of Andras's prevents the godly magic from working. Leciane manages to persuade the Kingpriest to let her try, and she succeeds. They go after Andras, and manage to find many quasito around a ruined building. They deduce that their attacker must live there, so they storm the building. Andras is captured, and to be burnt at the stake. However, just before he is burnt, the Conclave rescues him so that they can levy their punishment on him first. Ironically, Fistandantilus steals Andras away from the Conclave. Andras becomes a fetch with the aid of Fistandantilus, and he takes on the form of the Patriarch of Seldjuk. Leciane manages to persuade the Kingpriest and the head of the Conclave to have a moot, however, Andras, as the Patriarch of Seldjuk, stabs the Kingpriest. The Kingpriest's guards think the Patriarch was mind controlled by the wizards, and so they begin to fight. The wizards quickly realize they can't hold out, so begin to attempt to teleport away. They arrive back in the tower, and find out that Vincil has an axe embedded in his back, and is dying. Since Vincil was Leciane's lover, she kisses him, then he dies. The Kingpriest makes Cathan the new Grand Marshal. Faced with the prospect of war with the Kingpriest, the wizards knew that they would lose. Therefore they begin to move all magical artifacts and books, to Wayreth, since the populace isn't ready for artifacts of mass destruction. They also disenchanted those that couldn't be moved. Since Fistandantilus is a renegade, he decides to aid the Kingpriest, sending him some magical seeds that can clear a path through the groves that protect the towers. The Kingpriest distributes the seeds to all of his allies attacking the towers. In Daltigoth, the general decides to attack early. Since the tower wasn't emptied, the Order of High Sorcery decides to destroy the tower, which levels the city. The Kingpriest receives word of this, however doesn't tell any of his other allies attacking the towers, believing it is an attempt by ""forces of evil"" to sway his holy crusade. Leciane comes to warn Cathan, who is going to attack the tower in Losarcum with the rest of the Divine Hammer. Unfortunately, she is interrupted before she manages to tell Cathan everything. When Cathan and the Divine Hammer attack the tower, Cathan notices that there seems to be a surge of magic in the apex, and quickly realizes the tower will explode. He and Tithian attempt to escape, but are confused by the twisting passages. Leciane finds them and teleports them away, but she takes a fatal wound in the process. Cathan becomes unconscious during the spell, and wakes up days later. By then, Leciane is already dead. Cathan parts with Tithian when they reach Istar, and Cathan decides that what the Kingpriest is doing is evil. He embarrasses the Kingpriest in front of all the courtiers, then leaves Istar. He is never seen again. Andras begins to feel guilty about what he has done, and wishes to undo it. However, Fistandantilus decides that payment is due then, so takes over Andras's mind. Andras, under Fistandantilus's spell, curses the tower of High Sorcery in Palanthas, so that no one will be allowed into the tower until the master of the past and present claims the tower. Fistandantilus threatens the Kingpriest's, by becoming his enemy if he doesn't let Fistandantilus join the Kingpriest's court. The Kingpriest is forced to agree."
231,The Jewels of Aptor,fantasy," In a post-atomic future, when civilization has regressed to something near the Middle Ages, or even before, a young student and poet, Geo, takes a job as a sailor on a boat with a strange passenger, a priestess of the goddess Argo, who is heading toward a mysterious land of mutants and high radiation, called Aptor, presumably to recapture a young priestess of Argo, her daughter, who has been kidnapped by the forces of the dark god Hama."
67,Desecration,fantasy," Nicolae Carpathia stages a gruesome and evil desecration of the temple. Hattie publicly confronts him and is burned to death by Leon, the False Prophet. As millions take the Mark of the Beast, the first Bowl Judgment rains down as foul and loathsome sores appear on the bodies of all who have taken the mark, including Nicolae's inner circle. When the temple is defiled, millions of Jews and Gentiles rebel against Nicolae and many of them become believers. The Tribulation Force launches ""Operation Eagle"", a mass exodus of the believers to the refuge city of Petra. Leading them is none other than Dr. Chaim Rozensweig turned into a modern-day Moses, who, calling himself Micah, and along with Buck Williams, confronts Nicolae and leads the faithful to refuge. Meanwhile, David Hassid, the first to arrive at Petra, is murdered by two renegade GC soldiers left over from a confrontation between the Trib. Force and the GC. The second Bowl Judgment hits as all the oceans and seas turn into blood. In Chicago, Chloe wanders off into the night and finds a group of believers (whom she eventually aids) hiding in a basement near the safe house. In Greece, the rescue of the two teenagers that Buck helped escape is attempted by the Trib Force's newest man: George Sebastian. One of the teens is replaced with a look-alike who kills the other teen, along with Lukas ""Laslos"" Miklos. George is captured and taken away. Tsion Ben-Judah arrives at Petra to address the throng as the Antichrist launches an all-out attack against them. The book ends with Nicolae hysterical as he believes he is about to wipe out one million believers, Rayford Steele and Tsion Ben-Judah among them."
